transactionId,productId,transactionAmount,transactionDatetime
3248,40,2000,2023-09-12 06:35:00
3249,20,1000,2023-09-12 06:40:00
3250,10,2000,2023-09-12 06:45:00
3251,30,3000,2023-09-12 06:50:00
3252,40,3000,2023-09-12 06:55:00
3253,20,3000,2023-09-12 07:00:00
3254,30,4000,2023-09-12 07:05:00
3255,10,1000,2023-09-12 07:10:00
3256,20,3000,2023-09-12 07:15:00
3257,30,4000,2023-09-12 07:20:00
3258,30,4000,2023-09-12 07:25:00
3259,10,1000,2023-09-12 07:30:00
3260,30,3000,2023-09-12 07:35:00
3261,10,1000,2023-09-12 07:40:00
3262,30,3000,2023-09-12 07:45:00
3263,10,1000,2023-09-12 07:50:00
3264,40,2000,2023-09-12 07:55:00
3265,10,4000,2023-09-12 08:00:00
3266,40,3000,2023-09-12 08:05:00
3267,40,3000,2023-09-12 08:10:00
3268,30,1000,2023-09-12 08:15:00
3269,30,2000,2023-09-12 08:20:00
3270,20,2000,2023-09-12 08:25:00
3271,20,2000,2023-09-12 08:30:00
3272,20,4000,2023-09-12 08:35:00
3273,30,2000,2023-09-12 08:40:00
3274,30,4000,2023-09-12 08:45:00
3275,20,1000,2023-09-12 08:50:00
3276,40,2000,2023-09-12 08:55:00
3277,10,4000,2023-09-12 09:00:00
3278,20,2000,2023-09-12 09:05:00
3279,20,2000,2023-09-12 09:10:00
3280,40,2000,2023-09-12 09:15:00
3281,30,4000,2023-09-12 09:20:00
3282,10,2000,2023-09-12 09:25:00
3283,20,2000,2023-09-12 09:30:00
3284,20,2000,2023-09-12 09:35:00
3285,10,2000,2023-09-12 09:40:00
3286,10,1000,2023-09-12 09:45:00
3287,20,2000,2023-09-12 09:50:00
3288,10,2000,2023-09-12 09:55:00
3289,40,3000,2023-09-12 10:00:00
3290,20,2000,2023-09-12 10:05:00
3291,30,3000,2023-09-12 10:10:00
3292,20,2000,2023-09-12 10:15:00
3293,20,4000,2023-09-12 10:20:00
3294,40,2000,2023-09-12 10:25:00
3295,40,3000,2023-09-12 10:30:00
3296,30,3000,2023-09-12 10:35:00
3297,30,4000,2023-09-12 10:40:00
3298,30,1000,2023-09-12 10:45:00
3299,30,4000,2023-09-12 10:50:00
3300,20,4000,2023-09-12 10:55:00
3301,40,3000,2023-09-12 11:00:00
3302,20,1000,2023-09-12 11:05:00
3303,30,1000,2023-09-12 11:10:00
3304,20,4000,2023-09-12 11:15:00
3305,30,4000,2023-09-12 11:20:00
3306,40,2000,2023-09-12 11:25:00
3307,40,1000,2023-09-12 11:30:00
3308,20,3000,2023-09-12 11:35:00
3309,20,2000,2023-09-12 11:40:00
3310,30,3000,2023-09-12 11:45:00
3311,10,4000,2023-09-12 11:50:00
3312,20,4000,2023-09-12 11:55:00
3313,30,2000,2023-09-12 12:00:00
3314,30,3000,2023-09-12 12:05:00
3315,40,3000,2023-09-12 12:10:00
3316,40,1000,2023-09-12 12:15:00
3317,20,2000,2023-09-12 12:20:00
3318,10,3000,2023-09-12 12:25:00
3319,10,2000,2023-09-12 12:30:00
3320,40,4000,2023-09-12 12:35:00
3321,10,3000,2023-09-12 12:40:00
3322,30,4000,2023-09-12 12:45:00
3323,20,3000,2023-09-12 12:50:00
3324,30,4000,2023-09-12 12:55:00
3325,10,4000,2023-09-12 13:00:00
3326,10,2000,2023-09-12 13:05:00
3327,10,1000,2023-09-12 13:10:00
3328,30,2000,2023-09-12 13:15:00
3329,20,4000,2023-09-12 13:20:00
3330,20,1000,2023-09-12 13:25:00
3331,30,1000,2023-09-12 13:30:00
3332,10,4000,2023-09-12 13:35:00
3333,40,2000,2023-09-12 13:40:00
3334,20,2000,2023-09-12 13:45:00
3335,20,1000,2023-09-12 13:50:00
3336,30,2000,2023-09-12 13:55:00
3337,10,1000,2023-09-12 14:00:00
3338,10,1000,2023-09-12 14:05:00
3339,40,4000,2023-09-12 14:10:00
3340,20,4000,2023-09-12 14:15:00
3341,10,3000,2023-09-12 14:20:00
3342,20,4000,2023-09-12 14:25:00
3343,20,4000,2023-09-12 14:30:00
3344,10,2000,2023-09-12 14:35:00
3345,10,2000,2023-09-12 14:40:00
3346,30,3000,2023-09-12 14:45:00
3347,40,1000,2023-09-12 14:50:00
3348,30,1000,2023-09-12 14:55:00
3349,10,1000,2023-09-12 15:00:00
3350,20,1000,2023-09-12 15:05:00
3351,40,4000,2023-09-12 15:10:00
3352,40,3000,2023-09-12 15:15:00
3353,10,4000,2023-09-12 15:20:00
3354,10,2000,2023-09-12 15:25:00
3355,30,3000,2023-09-12 15:30:00
3356,20,3000,2023-09-12 15:35:00
3357,40,2000,2023-09-12 15:40:00
3358,30,2000,2023-09-12 15:45:00
3359,20,2000,2023-09-12 15:50:00
3360,40,1000,2023-09-12 15:55:00
3361,20,3000,2023-09-12 16:00:00
3362,30,3000,2023-09-12 16:05:00
3363,20,2000,2023-09-12 16:10:00
3364,30,1000,2023-09-12 16:15:00
3365,10,2000,2023-09-12 16:20:00
3366,30,1000,2023-09-12 16:25:00
3367,20,3000,2023-09-12 16:30:00
3368,40,1000,2023-09-12 16:35:00
3369,20,2000,2023-09-12 16:40:00
3370,30,3000,2023-09-12 16:45:00
3371,10,1000,2023-09-12 16:50:00
3372,10,3000,2023-09-12 16:55:00
3373,10,3000,2023-09-12 17:00:00
3374,30,4000,2023-09-12 17:05:00
3375,10,2000,2023-09-12 17:10:00
3376,10,1000,2023-09-12 17:15:00
3377,30,2000,2023-09-12 17:20:00
3378,10,2000,2023-09-12 17:25:00
3379,40,4000,2023-09-12 17:30:00
3380,30,1000,2023-09-12 17:35:00
3381,40,3000,2023-09-12 17:40:00
3382,20,4000,2023-09-12 17:45:00
3383,20,4000,2023-09-12 17:50:00
3384,30,1000,2023-09-12 17:55:00
3385,20,4000,2023-09-12 18:00:00
3386,20,4000,2023-09-12 18:05:00
3387,20,3000,2023-09-12 18:10:00
3388,20,3000,2023-09-12 18:15:00
3389,20,2000,2023-09-12 18:20:00
3390,30,3000,2023-09-12 18:25:00
3391,20,3000,2023-09-12 18:30:00
3392,10,2000,2023-09-12 18:35:00
3393,30,3000,2023-09-12 18:40:00
3394,40,3000,2023-09-12 18:45:00
3395,10,4000,2023-09-12 18:50:00
3396,30,4000,2023-09-12 18:55:00
3397,40,1000,2023-09-12 19:00:00
3398,10,3000,2023-09-12 19:05:00
3399,40,2000,2023-09-12 19:10:00
3400,20,3000,2023-09-12 19:15:00
3401,20,4000,2023-09-12 19:20:00
3402,20,3000,2023-09-12 19:25:00
3403,20,3000,2023-09-12 19:30:00
3404,10,2000,2023-09-12 19:35:00
3405,30,4000,2023-09-12 19:40:00
3406,40,2000,2023-09-12 19:45:00
3407,10,3000,2023-09-12 19:50:00
3408,40,2000,2023-09-12 19:55:00
3409,30,4000,2023-09-12 20:00:00
3410,10,3000,2023-09-12 20:05:00
3411,10,2000,2023-09-12 20:10:00
3412,40,2000,2023-09-12 20:15:00
3413,10,1000,2023-09-12 20:20:00
3414,10,1000,2023-09-12 20:25:00
3415,40,1000,2023-09-12 20:30:00
3416,20,3000,2023-09-12 20:35:00
3417,10,4000,2023-09-12 20:40:00
3418,20,3000,2023-09-12 20:45:00
3419,30,4000,2023-09-12 20:50:00
3420,10,1000,2023-09-12 20:55:00
3421,20,2000,2023-09-12 21:00:00
3422,20,1000,2023-09-12 21:05:00
3423,10,2000,2023-09-12 21:10:00
3424,10,1000,2023-09-12 21:15:00
3425,20,2000,2023-09-12 21:20:00
3426,40,1000,2023-09-12 21:25:00
3427,20,4000,2023-09-12 21:30:00
3428,40,3000,2023-09-12 21:35:00
3429,40,4000,2023-09-12 21:40:00
3430,40,3000,2023-09-12 21:45:00
3431,40,4000,2023-09-12 21:50:00
3432,20,2000,2023-09-12 21:55:00
3433,40,4000,2023-09-12 22:00:00
3434,40,4000,2023-09-12 22:05:00
3435,20,4000,2023-09-12 22:10:00
3436,20,1000,2023-09-12 22:15:00
3437,30,1000,2023-09-12 22:20:00
3438,40,4000,2023-09-12 22:25:00
3439,30,1000,2023-09-12 22:30:00
3440,40,1000,2023-09-12 22:35:00
3441,30,1000,2023-09-12 22:40:00
3442,30,2000,2023-09-12 22:45:00
3443,20,2000,2023-09-12 22:50:00
3444,10,1000,2023-09-12 22:55:00
3445,10,3000,2023-09-12 23:00:00
3446,30,2000,2023-09-12 23:05:00
3447,10,2000,2023-09-12 23:10:00
3448,40,2000,2023-09-12 23:15:00
3449,30,4000,2023-09-12 23:20:00
3450,10,1000,2023-09-12 23:25:00
3451,40,3000,2023-09-12 23:30:00
3452,20,4000,2023-09-12 23:35:00
3453,10,4000,2023-09-12 23:40:00
3454,30,1000,2023-09-12 23:45:00
3455,30,2000,2023-09-12 23:50:00
3456,20,4000,2023-09-12 23:55:00
3457,10,1000,2023-09-13 00:00:00
3458,30,2000,2023-09-13 00:05:00
3459,40,4000,2023-09-13 00:10:00
3460,30,4000,2023-09-13 00:15:00
3461,20,2000,2023-09-13 00:20:00
3462,10,3000,2023-09-13 00:25:00
3463,20,2000,2023-09-13 00:30:00
3464,40,2000,2023-09-13 00:35:00
3465,10,4000,2023-09-13 00:40:00
3466,10,4000,2023-09-13 00:45:00
3467,30,2000,2023-09-13 00:50:00
3468,10,2000,2023-09-13 00:55:00
3469,10,1000,2023-09-13 01:00:00
3470,20,1000,2023-09-13 01:05:00
3471,40,1000,2023-09-13 01:10:00
3472,10,3000,2023-09-13 01:15:00
3473,10,3000,2023-09-13 01:20:00
3474,10,4000,2023-09-13 01:25:00
3475,30,2000,2023-09-13 01:30:00
3476,30,1000,2023-09-13 01:35:00
3477,10,1000,2023-09-13 01:40:00
3478,30,3000,2023-09-13 01:45:00
3479,30,2000,2023-09-13 01:50:00
3480,20,1000,2023-09-13 01:55:00
3481,40,3000,2023-09-13 02:00:00
3482,30,2000,2023-09-13 02:05:00
3483,40,3000,2023-09-13 02:10:00
3484,20,2000,2023-09-13 02:15:00
3485,20,2000,2023-09-13 02:20:00
3486,20,1000,2023-09-13 02:25:00
3487,10,2000,2023-09-13 02:30:00
3488,30,1000,2023-09-13 02:35:00
3489,40,3000,2023-09-13 02:40:00
3490,40,1000,2023-09-13 02:45:00
3491,20,3000,2023-09-13 02:50:00
3492,10,4000,2023-09-13 02:55:00
3493,10,4000,2023-09-13 03:00:00
3494,20,3000,2023-09-13 03:05:00
3495,30,3000,2023-09-13 03:10:00
3496,40,4000,2023-09-13 03:15:00
3497,10,2000,2023-09-13 03:20:00
3498,20,2000,2023-09-13 03:25:00
3499,40,2000,2023-09-13 03:30:00
3500,30,2000,2023-09-13 03:35:00
3501,10,3000,2023-09-13 03:40:00
3502,40,2000,2023-09-13 03:45:00
3503,10,4000,2023-09-13 03:50:00
3504,40,1000,2023-09-13 03:55:00
3505,20,1000,2023-09-13 04:00:00
3506,10,4000,2023-09-13 04:05:00
3507,20,1000,2023-09-13 04:10:00
3508,40,3000,2023-09-13 04:15:00
3509,30,1000,2023-09-13 04:20:00
3510,20,4000,2023-09-13 04:25:00
3511,40,1000,2023-09-13 04:30:00
3512,30,4000,2023-09-13 04:35:00
3513,40,4000,2023-09-13 04:40:00
3514,30,1000,2023-09-13 04:45:00
3515,40,1000,2023-09-13 04:50:00
3516,30,4000,2023-09-13 04:55:00
3517,20,4000,2023-09-13 05:00:00
3518,20,2000,2023-09-13 05:05:00
3519,20,4000,2023-09-13 05:10:00
3520,10,3000,2023-09-13 05:15:00
3521,30,3000,2023-09-13 05:20:00
3522,30,4000,2023-09-13 05:25:00
3523,10,4000,2023-09-13 05:30:00
3524,20,3000,2023-09-13 05:35:00
3525,30,4000,2023-09-13 05:40:00
3526,30,3000,2023-09-13 05:45:00
3527,30,3000,2023-09-13 05:50:00
3528,40,2000,2023-09-13 05:55:00
3529,10,3000,2023-09-13 06:00:00
3530,10,3000,2023-09-13 06:05:00
3531,40,2000,2023-09-13 06:10:00
3532,20,4000,2023-09-13 06:15:00
3533,10,4000,2023-09-13 06:20:00
3534,20,1000,2023-09-13 06:25:00
3535,40,2000,2023-09-13 06:30:00
3536,10,4000,2023-09-13 06:35:00
3537,30,3000,2023-09-13 06:40:00
3538,30,4000,2023-09-13 06:45:00
3539,10,2000,2023-09-13 06:50:00
3540,20,4000,2023-09-13 06:55:00
3541,20,3000,2023-09-13 07:00:00
3542,20,2000,2023-09-13 07:05:00
3543,20,4000,2023-09-13 07:10:00
3544,30,1000,2023-09-13 07:15:00
3545,20,2000,2023-09-13 07:20:00
3546,20,1000,2023-09-13 07:25:00
3547,40,3000,2023-09-13 07:30:00
3548,30,3000,2023-09-13 07:35:00
3549,30,2000,2023-09-13 07:40:00
3550,30,4000,2023-09-13 07:45:00
3551,20,4000,2023-09-13 07:50:00
3552,10,1000,2023-09-13 07:55:00
3553,10,4000,2023-09-13 08:00:00
3554,20,3000,2023-09-13 08:05:00
3555,40,2000,2023-09-13 08:10:00
3556,40,4000,2023-09-13 08:15:00
3557,30,4000,2023-09-13 08:20:00
3558,10,3000,2023-09-13 08:25:00
3559,40,2000,2023-09-13 08:30:00
3560,20,2000,2023-09-13 08:35:00
3561,20,1000,2023-09-13 08:40:00
3562,40,3000,2023-09-13 08:45:00
3563,20,4000,2023-09-13 08:50:00
3564,10,2000,2023-09-13 08:55:00
3565,30,2000,2023-09-13 09:00:00
3566,10,2000,2023-09-13 09:05:00
3567,10,3000,2023-09-13 09:10:00
3568,30,1000,2023-09-13 09:15:00
3569,40,2000,2023-09-13 09:20:00
3570,10,2000,2023-09-13 09:25:00
3571,40,4000,2023-09-13 09:30:00
3572,10,1000,2023-09-13 09:35:00
3573,30,3000,2023-09-13 09:40:00
3574,40,3000,2023-09-13 09:45:00
3575,10,4000,2023-09-13 09:50:00
3576,10,2000,2023-09-13 09:55:00
3577,10,1000,2023-09-13 10:00:00
3578,30,1000,2023-09-13 10:05:00
3579,20,3000,2023-09-13 10:10:00
3580,20,1000,2023-09-13 10:15:00
3581,30,2000,2023-09-13 10:20:00
3582,30,2000,2023-09-13 10:25:00
3583,30,4000,2023-09-13 10:30:00
3584,30,4000,2023-09-13 10:35:00
3585,30,4000,2023-09-13 10:40:00
3586,30,1000,2023-09-13 10:45:00
3587,40,1000,2023-09-13 10:50:00
3588,10,4000,2023-09-13 10:55:00
3589,30,4000,2023-09-13 11:00:00
3590,20,2000,2023-09-13 11:05:00
3591,20,2000,2023-09-13 11:10:00
3592,40,4000,2023-09-13 11:15:00
3593,10,2000,2023-09-13 11:20:00
3594,30,2000,2023-09-13 11:25:00
3595,40,4000,2023-09-13 11:30:00
3596,20,4000,2023-09-13 11:35:00
3597,10,2000,2023-09-13 11:40:00
3598,30,3000,2023-09-13 11:45:00
3599,10,4000,2023-09-13 11:50:00
3600,30,3000,2023-09-13 11:55:00
3601,30,1000,2023-09-13 12:00:00
3602,30,2000,2023-09-13 12:05:00
3603,30,1000,2023-09-13 12:10:00
3604,10,1000,2023-09-13 12:15:00
3605,10,3000,2023-09-13 12:20:00
3606,20,2000,2023-09-13 12:25:00
3607,10,4000,2023-09-13 12:30:00
3608,30,2000,2023-09-13 12:35:00
3609,20,4000,2023-09-13 12:40:00
3610,20,4000,2023-09-13 12:45:00
3611,10,3000,2023-09-13 12:50:00
3612,40,4000,2023-09-13 12:55:00
3613,10,2000,2023-09-13 13:00:00
3614,40,2000,2023-09-13 13:05:00
3615,40,4000,2023-09-13 13:10:00
3616,40,4000,2023-09-13 13:15:00
3617,40,4000,2023-09-13 13:20:00
3618,20,2000,2023-09-13 13:25:00
3619,40,2000,2023-09-13 13:30:00
3620,30,1000,2023-09-13 13:35:00
3621,10,1000,2023-09-13 13:40:00
3622,40,1000,2023-09-13 13:45:00
3623,20,3000,2023-09-13 13:50:00
3624,10,1000,2023-09-13 13:55:00
3625,20,2000,2023-09-13 14:00:00
3626,40,4000,2023-09-13 14:05:00
3627,10,1000,2023-09-13 14:10:00
3628,20,4000,2023-09-13 14:15:00
3629,20,1000,2023-09-13 14:20:00
3630,20,4000,2023-09-13 14:25:00
3631,30,3000,2023-09-13 14:30:00
3632,30,1000,2023-09-13 14:35:00
3633,10,1000,2023-09-13 14:40:00
3634,40,4000,2023-09-13 14:45:00
3635,10,3000,2023-09-13 14:50:00
3636,10,2000,2023-09-13 14:55:00
3637,30,1000,2023-09-13 15:00:00
3638,30,2000,2023-09-13 15:05:00
3639,30,3000,2023-09-13 15:10:00
3640,10,4000,2023-09-13 15:15:00
3641,40,1000,2023-09-13 15:20:00
3642,10,3000,2023-09-13 15:25:00
3643,40,3000,2023-09-13 15:30:00
3644,40,1000,2023-09-13 15:35:00
3645,20,4000,2023-09-13 15:40:00
3646,30,4000,2023-09-13 15:45:00
3647,10,4000,2023-09-13 15:50:00
3648,20,3000,2023-09-13 15:55:00
3649,10,4000,2023-09-13 16:00:00
3650,10,3000,2023-09-13 16:05:00
3651,30,2000,2023-09-13 16:10:00
3652,40,4000,2023-09-13 16:15:00
3653,10,2000,2023-09-13 16:20:00
3654,30,3000,2023-09-13 16:25:00
3655,10,2000,2023-09-13 16:30:00
3656,30,4000,2023-09-13 16:35:00
3657,20,1000,2023-09-13 16:40:00
3658,40,3000,2023-09-13 16:45:00
3659,20,2000,2023-09-13 16:50:00
3660,30,1000,2023-09-13 16:55:00
3661,30,4000,2023-09-13 17:00:00
3662,10,2000,2023-09-13 17:05:00
3663,30,4000,2023-09-13 17:10:00
3664,20,3000,2023-09-13 17:15:00
3665,10,2000,2023-09-13 17:20:00
3666,10,4000,2023-09-13 17:25:00
3667,40,4000,2023-09-13 17:30:00
3668,20,4000,2023-09-13 17:35:00
3669,20,4000,2023-09-13 17:40:00
3670,20,2000,2023-09-13 17:45:00
3671,30,4000,2023-09-13 17:50:00
3672,20,3000,2023-09-13 17:55:00
3673,30,2000,2023-09-13 18:00:00
3674,30,1000,2023-09-13 18:05:00
3675,10,1000,2023-09-13 18:10:00
3676,20,3000,2023-09-13 18:15:00
3677,20,2000,2023-09-13 18:20:00
3678,20,4000,2023-09-13 18:25:00
3679,20,4000,2023-09-13 18:30:00
3680,10,3000,2023-09-13 18:35:00
3681,10,1000,2023-09-13 18:40:00
3682,10,1000,2023-09-13 18:45:00
3683,20,1000,2023-09-13 18:50:00
3684,10,4000,2023-09-13 18:55:00
3685,30,3000,2023-09-13 19:00:00
3686,10,1000,2023-09-13 19:05:00
3687,10,2000,2023-09-13 19:10:00
3688,10,4000,2023-09-13 19:15:00
3689,10,1000,2023-09-13 19:20:00
3690,30,1000,2023-09-13 19:25:00
3691,40,1000,2023-09-13 19:30:00
3692,40,4000,2023-09-13 19:35:00
3693,20,2000,2023-09-13 19:40:00
3694,30,2000,2023-09-13 19:45:00
3695,20,4000,2023-09-13 19:50:00
3696,40,3000,2023-09-13 19:55:00
3697,20,2000,2023-09-13 20:00:00
3698,10,2000,2023-09-13 20:05:00
3699,20,2000,2023-09-13 20:10:00
3700,40,4000,2023-09-13 20:15:00
3701,40,2000,2023-09-13 20:20:00
3702,20,1000,2023-09-13 20:25:00
3703,30,4000,2023-09-13 20:30:00
3704,10,4000,2023-09-13 20:35:00
3705,10,1000,2023-09-13 20:40:00
3706,30,2000,2023-09-13 20:45:00
3707,40,4000,2023-09-13 20:50:00
3708,20,1000,2023-09-13 20:55:00
3709,10,1000,2023-09-13 21:00:00
3710,10,3000,2023-09-13 21:05:00
3711,40,1000,2023-09-13 21:10:00
3712,10,4000,2023-09-13 21:15:00
3713,20,2000,2023-09-13 21:20:00
3714,10,4000,2023-09-13 21:25:00
3715,30,2000,2023-09-13 21:30:00
3716,10,3000,2023-09-13 21:35:00
3717,10,3000,2023-09-13 21:40:00
3718,30,1000,2023-09-13 21:45:00
3719,30,4000,2023-09-13 21:50:00
3720,40,1000,2023-09-13 21:55:00
3721,40,3000,2023-09-13 22:00:00
3722,10,3000,2023-09-13 22:05:00
3723,40,1000,2023-09-13 22:10:00
3724,40,1000,2023-09-13 22:15:00
3725,30,3000,2023-09-13 22:20:00
3726,10,3000,2023-09-13 22:25:00
3727,40,3000,2023-09-13 22:30:00
3728,10,3000,2023-09-13 22:35:00
3729,20,4000,2023-09-13 22:40:00
3730,40,2000,2023-09-13 22:45:00
3731,30,1000,2023-09-13 22:50:00
3732,20,1000,2023-09-13 22:55:00
3733,20,1000,2023-09-13 23:00:00
3734,10,1000,2023-09-13 23:05:00
3735,20,1000,2023-09-13 23:10:00
3736,30,2000,2023-09-13 23:15:00
3737,40,1000,2023-09-13 23:20:00
3738,20,3000,2023-09-13 23:25:00
3739,20,1000,2023-09-13 23:30:00
3740,10,4000,2023-09-13 23:35:00
3741,10,1000,2023-09-13 23:40:00
3742,40,1000,2023-09-13 23:45:00
3743,40,3000,2023-09-13 23:50:00
3744,10,3000,2023-09-13 23:55:00
3745,10,2000,2023-09-14 00:00:00
3746,30,3000,2023-09-14 00:05:00
3747,40,2000,2023-09-14 00:10:00
3748,10,4000,2023-09-14 00:15:00
3749,30,4000,2023-09-14 00:20:00
3750,20,2000,2023-09-14 00:25:00
3751,30,2000,2023-09-14 00:30:00
3752,10,2000,2023-09-14 00:35:00
3753,40,3000,2023-09-14 00:40:00
3754,40,4000,2023-09-14 00:45:00
3755,20,1000,2023-09-14 00:50:00
3756,10,2000,2023-09-14 00:55:00
3757,30,2000,2023-09-14 01:00:00
3758,40,1000,2023-09-14 01:05:00
3759,30,4000,2023-09-14 01:10:00
3760,10,3000,2023-09-14 01:15:00
3761,10,3000,2023-09-14 01:20:00
3762,10,1000,2023-09-14 01:25:00
3763,10,2000,2023-09-14 01:30:00
3764,30,3000,2023-09-14 01:35:00
3765,40,2000,2023-09-14 01:40:00
3766,40,2000,2023-09-14 01:45:00
3767,20,1000,2023-09-14 01:50:00
3768,40,4000,2023-09-14 01:55:00
3769,30,1000,2023-09-14 02:00:00
3770,30,4000,2023-09-14 02:05:00
3771,10,4000,2023-09-14 02:10:00
3772,20,2000,2023-09-14 02:15:00
3773,30,4000,2023-09-14 02:20:00
3774,30,1000,2023-09-14 02:25:00
3775,20,3000,2023-09-14 02:30:00
3776,20,2000,2023-09-14 02:35:00
3777,10,2000,2023-09-14 02:40:00
3778,40,3000,2023-09-14 02:45:00
3779,10,2000,2023-09-14 02:50:00
3780,40,2000,2023-09-14 02:55:00
3781,30,4000,2023-09-14 03:00:00
3782,20,4000,2023-09-14 03:05:00
3783,40,3000,2023-09-14 03:10:00
3784,10,3000,2023-09-14 03:15:00
3785,30,4000,2023-09-14 03:20:00
3786,40,1000,2023-09-14 03:25:00
3787,20,1000,2023-09-14 03:30:00
3788,30,1000,2023-09-14 03:35:00
3789,30,3000,2023-09-14 03:40:00
3790,10,4000,2023-09-14 03:45:00
3791,40,2000,2023-09-14 03:50:00
3792,40,2000,2023-09-14 03:55:00
3793,40,1000,2023-09-14 04:00:00
3794,20,2000,2023-09-14 04:05:00
3795,10,4000,2023-09-14 04:10:00
3796,40,4000,2023-09-14 04:15:00
3797,40,3000,2023-09-14 04:20:00
3798,10,2000,2023-09-14 04:25:00
3799,20,2000,2023-09-14 04:30:00
3800,30,4000,2023-09-14 04:35:00
3801,10,1000,2023-09-14 04:40:00
3802,30,4000,2023-09-14 04:45:00
3803,10,3000,2023-09-14 04:50:00
3804,10,1000,2023-09-14 04:55:00
3805,40,4000,2023-09-14 05:00:00
3806,10,1000,2023-09-14 05:05:00
3807,20,4000,2023-09-14 05:10:00
3808,40,3000,2023-09-14 05:15:00
3809,20,1000,2023-09-14 05:20:00
3810,10,4000,2023-09-14 05:25:00
3811,20,1000,2023-09-14 05:30:00
3812,20,3000,2023-09-14 05:35:00
3813,10,1000,2023-09-14 05:40:00
3814,20,3000,2023-09-14 05:45:00
3815,40,3000,2023-09-14 05:50:00
3816,30,2000,2023-09-14 05:55:00
3817,30,1000,2023-09-14 06:00:00
3818,40,4000,2023-09-14 06:05:00
3819,40,4000,2023-09-14 06:10:00
3820,10,2000,2023-09-14 06:15:00
3821,20,3000,2023-09-14 06:20:00
3822,20,1000,2023-09-14 06:25:00
3823,10,1000,2023-09-14 06:30:00
3824,40,4000,2023-09-14 06:35:00
3825,10,2000,2023-09-14 06:40:00
3826,20,2000,2023-09-14 06:45:00
3827,40,1000,2023-09-14 06:50:00
3828,40,4000,2023-09-14 06:55:00
3829,10,3000,2023-09-14 07:00:00
3830,20,3000,2023-09-14 07:05:00
3831,20,2000,2023-09-14 07:10:00
3832,10,2000,2023-09-14 07:15:00
3833,10,2000,2023-09-14 07:20:00
3834,20,3000,2023-09-14 07:25:00
3835,40,1000,2023-09-14 07:30:00
3836,20,2000,2023-09-14 07:35:00
3837,10,2000,2023-09-14 07:40:00
3838,10,3000,2023-09-14 07:45:00
3839,30,1000,2023-09-14 07:50:00
3840,40,4000,2023-09-14 07:55:00
3841,30,2000,2023-09-14 08:00:00
3842,10,1000,2023-09-14 08:05:00
3843,20,2000,2023-09-14 08:10:00
3844,20,3000,2023-09-14 08:15:00
3845,10,4000,2023-09-14 08:20:00
3846,40,2000,2023-09-14 08:25:00
3847,30,1000,2023-09-14 08:30:00
3848,10,3000,2023-09-14 08:35:00
3849,30,1000,2023-09-14 08:40:00
3850,20,1000,2023-09-14 08:45:00
3851,10,4000,2023-09-14 08:50:00
3852,20,4000,2023-09-14 08:55:00
3853,40,1000,2023-09-14 09:00:00
3854,20,3000,2023-09-14 09:05:00
3855,30,4000,2023-09-14 09:10:00
3856,10,2000,2023-09-14 09:15:00
3857,10,3000,2023-09-14 09:20:00
3858,30,3000,2023-09-14 09:25:00
3859,40,4000,2023-09-14 09:30:00
3860,20,3000,2023-09-14 09:35:00
3861,20,1000,2023-09-14 09:40:00
3862,40,4000,2023-09-14 09:45:00
3863,10,1000,2023-09-14 09:50:00
3864,10,2000,2023-09-14 09:55:00
3865,10,2000,2023-09-14 10:00:00
3866,40,2000,2023-09-14 10:05:00
3867,30,2000,2023-09-14 10:10:00
3868,20,3000,2023-09-14 10:15:00
3869,20,2000,2023-09-14 10:20:00
3870,10,4000,2023-09-14 10:25:00
3871,10,1000,2023-09-14 10:30:00
3872,20,2000,2023-09-14 10:35:00
3873,10,2000,2023-09-14 10:40:00
3874,20,3000,2023-09-14 10:45:00
3875,10,1000,2023-09-14 10:50:00
3876,20,3000,2023-09-14 10:55:00
3877,40,3000,2023-09-14 11:00:00
3878,40,3000,2023-09-14 11:05:00
3879,10,2000,2023-09-14 11:10:00
3880,10,2000,2023-09-14 11:15:00
3881,20,2000,2023-09-14 11:20:00
3882,20,3000,2023-09-14 11:25:00
3883,20,4000,2023-09-14 11:30:00
3884,40,1000,2023-09-14 11:35:00
3885,40,3000,2023-09-14 11:40:00
3886,10,2000,2023-09-14 11:45:00
3887,40,3000,2023-09-14 11:50:00
3888,10,3000,2023-09-14 11:55:00
3889,30,2000,2023-09-14 12:00:00
3890,20,4000,2023-09-14 12:05:00
3891,10,4000,2023-09-14 12:10:00
3892,30,3000,2023-09-14 12:15:00
3893,20,4000,2023-09-14 12:20:00
3894,40,3000,2023-09-14 12:25:00
3895,30,4000,2023-09-14 12:30:00
3896,10,3000,2023-09-14 12:35:00
3897,30,1000,2023-09-14 12:40:00
3898,30,1000,2023-09-14 12:45:00
3899,40,4000,2023-09-14 12:50:00
3900,10,2000,2023-09-14 12:55:00
3901,30,4000,2023-09-14 13:00:00
3902,40,1000,2023-09-14 13:05:00
3903,40,1000,2023-09-14 13:10:00
3904,40,2000,2023-09-14 13:15:00
3905,20,3000,2023-09-14 13:20:00
3906,10,3000,2023-09-14 13:25:00
3907,30,3000,2023-09-14 13:30:00
3908,30,3000,2023-09-14 13:35:00
3909,40,2000,2023-09-14 13:40:00
3910,40,2000,2023-09-14 13:45:00
3911,40,2000,2023-09-14 13:50:00
3912,10,2000,2023-09-14 13:55:00
